REST_LF,REST_LFF,REST_LL,TX_LF,TX_LFF,TX_LL,TX_N_LF,TX_N_LFF,TX_N_LL,TY_LF,TY_LFF,TY_LL,TY_N_LF,TY_N_LFF,TY_N_LL,TZ_LF,TZ_LFF,TZ_LL,TZ_N_LF,TZ_N_LFF,TZ_N_LL,RX_LF,RX_LFF,RX_LL,RX_N_LF,RX_N_LFF,RX_N_LL,RY_LF,RY_LFF,RY_LL,RY_N_LF,RY_N_LFF,RY_N_LL,RZ_LF,RZ_LFF,RZ_LL,RZ_N_LF,RZ_N_LFF,RZ_N_LL,TXY_PP_LF,TXY_PP_LFF,TXY_PP_LL,TXY_NN_LF,TXY_NN_LFF,TXY_NN_LL,TYZ_NP_LF,TYZ_NP_LFF,TYZ_NP_LL,RXZ_PN_LF,RXZ_PN_LFF,RXZ_PN_LL,TXY_RZ_NPP_LF,TXY_RZ_NPP_LFF,TXY_RZ_NPP_LL,R_leader_LF,R_leader_LFF,R_leader_LL
4.488472465093309,4.493651792204673,4.492775471781897,2.6127754717822427,4.748554840522502,2.242775471781897,2.9882942448452923,3.49376566812316,2.6027754717815696,5.224159477199464,3.7040557540117334,4.27899835277276,5.504201260243917,4.759260111043659,2.0672424321774088,13.198811309696794,15.009122766962719,1.3475744513689278,12.264217694120816,5.369341934794647,1.8231574816873035,5.124141514218991,15.00964403972398,4.2738048287101265,15.00434992294413,15.009642307064723,4.15376822705457,3.6233468421783073,15.009583942887957,2.878793463916736,15.009180901069158,15.009180901066202,5.479197269755787,8.454473490884084,4.258198741075148,2.933541733232232,8.554077438418972,4.803915574369512,2.4135803613789903,5.479038810028669,5.269016727898361,3.4880690312274965,6.55881130969783,5.814093059426796,3.193157481686285,15.009292683722379,15.00946649695652,3.36896448596508,5.509519473192086,12.464712167004564,4.689257450477271,6.044277479483753,7.348930014082043,5.554368354170947,5.138977660992623,6.744216833286828,3.3482186865794574
4.493294244845856,4.494027172253027,4.488472465091945,4.093329673391054,3.0786049973144145,7.253608465441175,6.323917439358411,4.158950967099372,2.6431434151836584,5.033472465092473,3.8440879115132702,2.6236848803046087,7.189382409588234,4.838746415519836,2.5233521767368075,6.403784338701826,2.298157481686985,1.9874991482065525,3.657537373429932,3.3689644859659893,2.3778919846627105,4.9539440744920284,5.12397766099366,2.7037265532680976,7.713977660993805,15.009292683723288,5.678922842591419,5.724082704845841,15.004407465463828,4.023739272814055,15.00934992294333,15.00434992294413,2.8487843387056273,4.168363662061438,7.104498161642823,3.213412131386576,9.489077438416643,3.913885493982434,4.5342243943459835,8.053545610317997,6.124420294072024,4.057945790738813,5.1483468421779435,5.399194161812829,3.8040774384180622,15.009409642844275,6.893998352772542,4.878930014081561,8.824695238612549,15.004642307066206,2.9794052719653337,8.209352542746274,10.46449019899228,6.469450060413692,10.27948030383368,5.934548892772909,3.9486848803044268
4.493651792205583,4.491927295544883,4.493294244846766,2.8432633947054455,3.053368858490103,3.659044525156787,4.538853698238654,4.548486839639281,2.748442881779738,5.353861815951859,3.493069031229197,2.313514792951537,4.468472465091963,8.744193239207107,3.913472465092127,15.009586290798325,1.8022888019677339,1.3575744513673271,2.5229969239317143,2.858784338704254,3.0933468421771977,7.599189167990517,15.014180901066084,4.789099348800846,5.424033026138659,9.904210004130164,3.178396296768369,15.00918090106552,7.3792902427903755,1.432787105695752,15.013726553265315,6.444180901066829,2.123396296766259,6.053853698235798,4.068726553267879,2.958275961765139,4.244181857033709,5.794387121587988,3.0588797385244106,4.198979278601655,6.759093059427187,4.10873656239346,5.749082704848206,4.898930014081543,2.9832942448447284,7.77409814957764,5.678775074505211,2.9885677145157388,4.26937762458374,7.454410092670969,4.259172463885989,6.44905017275596,7.704424447734709,5.5992214832895115,6.313893169363382,6.414310886421845,3.0238536982387814
4.493651792205696,4.492775471782352,4.493651792203764,3.7932186865791664,2.902971678870017,2.7573336441892025,3.223447459588897,2.948275961763102,3.213205399634262,6.304027172253427,4.464021247089022,2.3628640131032626,4.923937090759637,6.0788718814974345,2.613363662062511,1.54783529106885,1.777679294162681,1.5128057880297092,3.213663004877617,4.093736562392223,1.5078057880291453,4.874098149576639,3.7440787039922725,2.9585548405234476,4.1539509670990356,4.298984123639912,4.143554840523848,15.00912276696181,15.00947036976686,2.1283962967695516,15.009122766961582,4.65406127008373,1.85817834458976,5.274022704192703,4.868756116258737,3.3884868396417005,5.589061270083562,4.188416943134143,3.1739246774463936,5.133651792205228,3.8588698195676443,4.693363662061984,7.844212997220666,12.134486942738022,3.798853698237508,15.009409642844389,4.94911308300334,7.688651792204837,6.739471759647358,6.589465080080572,3.539015249338263,6.159428960233981,8.774493414180142,5.1238113096969755,3.7681987410742295,6.314173443093296,4.823915574369039
4.493294244845174,4.493294244844947,4.4936517922060375,4.943795883398934,5.068518853409387,2.443300027177429,3.247945790738413,4.21376566812296,2.9379969239325874,4.443457815132888,9.86419726975555,2.6281217955734064,4.113736562392887,3.8438698195659526,2.938541733232796,7.5888718814981075,9.923861815951568,1.6484910963322363,2.7287365623928963,4.043938867470388,2.328225155241398,7.46395096709864,12.374496589071441,4.369003030673412,15.00941439238909,9.279426502328079,3.398992074329726,15.008900739805767,15.009409642845185,7.234045900854653,15.009009177659209,8.434266863335779,2.103380143560571,5.0341275300952475,5.059301903685991,3.0788698195647157,4.5585009464575705,5.958837110621062,4.0333521767374805,4.578879738525302,6.1694244477353095,3.7781987410735383,4.588684880304072,7.604189167989716,2.7184622821118865,6.869108160431324,15.00423546616912,3.0135803613766257,12.86472116037271,7.369398592950347,3.789077438415916,7.02449341418037,8.009342510729311,5.603765668122378,5.469038810025268,5.733677088087461,3.233447459589115
4.493837110620007,4.493114291250549,4.493472465092509,2.737864013103035,4.298998352772287,2.683412131388195,4.323604997315215,5.013294244845383,2.9582759617624106,9.099132241800817,6.1640091776584995,2.4382572830936624,5.058979278599509,3.544028608354438,2.4032381958745646,15.009235466168775,7.17890820744833,1.1610196043047836,2.878030063335814,4.129150590637892,2.282805788029691,3.188432349404138,4.789270924225548,2.388596331789813,6.889239891862417,4.504216833286591,2.38355484052272,15.009409642844275,15.009583942889549,2.4079807718721895,15.009235466169002,5.744094274751205,1.8331574816866123,5.759235466169002,10.679336499415058,3.1036169976846395,3.71360499731486,5.024305576822371,3.813427656738895,4.8884622821133235,5.53420521126327,3.188432349404138,4.4586517922052735,6.454190101528184,3.133401232027154,11.424380026317522,9.134322509942194,2.9580215495425364,15.004466496956638,15.009524877442345,3.703828635589616,5.09897111563555,11.094597494991831,4.803915574367238,5.699228120403632,15.009642307064041,3.4285323534854797
4.493837110620234,4.494027172253482,4.493114291250549,2.9930215495407992,3.9937060519687293,1.9914553786006763,2.9930215495407992,2.9932942448449467,2.9932942448449467,2.9935677145156205,1.992537373430423,2.9932942448449467,3.9935009464577433,4.99429268372387,1.9925373734295135,2.993567714515393,1.9921447883530163,0.9843677569238025,2.9930215495407992,1.9932942448454014,1.9928919846615827,10.994355141520373,4.994292683722961,1.9932942448454014,9.994292683724325,3.9943364994151125,1.9932942448458562,14.994176704085248,6.99387771146894,2.9932942448472204,14.994349922943456,12.989055754010678,1.993294244846311,5.993977660994005,3.993500946457061,1.988294244845747,3.9939082074474754,5.993837110620916,2.993837110621371,4.994292683724552,2.9927754717814423,3.9937060519669103,5.993567714515848,3.993706051969184,1.9928919846620374,7.9894443541950295,2.9935677145163027,1.9932942448449467,6.994616702827443,4.9892926837246705,3.9943364994137482,5.994407465464292,4.9939509670994084,2.9882942448466565,5.994122766961709,5.994407465464064,2.9927754717832613
4.493472465093191,4.493651792206492,4.493294244846311,2.9930215495410266,2.988837110618988,1.992891984662947,5.993837110620461,3.9937060519687293,1.9921447883530163,3.988695551967794,3.9937060519682746,1.993294244846311,2.9938371106200066,6.98949019899419,1.9932942448440372,0.9904633685282533,14.994466496956193,0.9904633685282533,1.9932942448454014,2.993021549540572,1.9932942448467657,3.994122766961709,5.994263502662761,2.9938371106204613,2.993837110620916,3.9943364994128387,1.9937060519678198,14.993950967098726,4.993784338702426,1.9928919846624922,14.994066722106936,12.989253233246018,1.9932942448440372,3.993500946457516,7.989444354195257,1.9925373734308778,5.989263502662197,3.993908207448385,2.9932942448454014,3.9939082074488397,11.994553903508859,1.9925373734295135,3.993091929106413,3.99390820744793,2.993294244846311,3.99390820744793,3.994122766961482,1.9925373734295135,14.99452487744361,7.99444435419673,4.994466496954374,11.98970091288902,6.994491811670741,3.994122766961482,5.994407465464064,3.993706051969639,3.994122766961027
4.493472465093191,4.493294244845401,4.493472465094328,2.992537373429059,2.9877754717822427,0.9918057089471404,3.993294244845174,3.9928919846615827,1.992537373430423,4.9936169976847395,3.993706051969184,1.9928919846615827,3.993500946457061,2.9935677145149384,1.9925373734299683,1.9925373734295135,4.994122766961482,1.9928919846615827,2.9935677145156205,3.99390820744793,0.9898947815190695,4.99429268372387,2.9941227669601176,2.9938371106204613,4.994122766961709,7.994228120404387,1.9932942448472204,14.994176704084111,11.994407465464064,4.993784338702881,14.989176704085367,3.9935009464566065,0.9898947815204338,2.993837110620916,3.993706051969184,2.9935677145144837,3.9941227669607997,3.9889082074491853,3.9889082074487305,6.988877711468831,3.993908207448385,2.9938371106200066,3.9886955519675666,3.9941227669619366,2.993567714515393,3.9939082074474754,3.9941227669605723,1.9928919846620374,6.994491811670741,4.989292683721942,2.9944074654636097,3.9937060519682746,7.994336499414658,2.9935677145163027,3.9886955519680214,2.9932942448449467,2.993837110619097
4.493472465092964,4.493114291251459,4.493837110619552,3.4134868396389493,3.633580361379245,2.1321176168385136,3.167645365321164,3.043069031228697,3.253178344591106,6.259295783980633,15.004466496955501,2.8434868396361708,4.778218686578612,10.489490198995554,2.6583962967679327,4.14855484052282,12.059411804283172,1.7376104327422581,15.0041227669617,9.699360276993048,1.592891984662856,9.189420294072306,15.014466496957539,2.638695551971068,5.889108160431306,15.009292683723743,2.8187750745046287,15.009235466168775,15.009409642842456,4.202996923933824,15.009409642844844,15.004407465463828,1.51331214475249,4.424028608352955,9.224517745967205,3.2136878738838277,6.694472109826393,15.00958394288773,3.2989440744913736,15.009414392388976,6.429180901066957,3.3129716788698715,15.004466496955729,15.014524877444728,2.69341213138523,15.00946649695561,15.009409642845185,3.4437464155171256,15.009583942888185,9.579534514386069,4.014127530094811,15.009583942887957,15.009644039723298,4.669246226415453,6.7787265532668926,12.81958177653587,3.313950967096389
